"file","Time","Well","Measurements","Growth_Media","Strain_Names"
"GC_G/G1",0.5,"E10",-0.0287032989690721,"Fly","tssM"
"GC_G/G1",0.5,"E11",-0.0260032989690722,"Fly","VgrG1b"
"GC_G/G1",0.5,"G2",0.00359670103092785,"Fly","VgrG1a"
"GC_G/G1",0.5,"G3",0.00249670103092786,"Fly","VgrG1a"
"GC_G/G1",0.5,"G4",-0.00140329896907215,"Fly","VgrG1a"
"GC_G/G1",0.5,"G5",0.0117967010309278,"Fly","ppkA"
"GC_G/G1",0.5,"G6",0.0111967010309278,"Fly","ppkA"
"GC_G/G1",0.5,"G7",-0.00550329896907215,"Fly","ppkA"
"GC_G/G1",0.5,"G8",-0.0145032989690722,"Fly","GacA"
"GC_G/G1",0.5,"G9",-0.00580329896907211,"Fly","GacA"
"GC_G/G1",0.5,"G10",-0.0257032989690721,"Fly","GacA"
"GC_G/G1",0.5,"G11",-0.0242032989690721,"Fly","VgrG1b"
"GC_G/G1",0.5,"H7",0.00529670103092789,"Fly","tse5"
"GC_G/G1",0.5,"H8",-0.00120329896907212,"Fly","tse5"
"GC_G/G1",0.5,"H9",-0.0171032989690721,"Fly","tse5"
"GC_G/G1",0.5,"H10",-0.0159032989690722,"Fly","tse5"
"GC_G/G1",0.75,"C2",-0.0328032989690721,"Fly","PAO1"
"GC_G/G1",0.75,"C3",-0.00350329896907214,"Fly","PAO1"
"GC_G/G1",0.75,"C4",0.00169670103092784,"Fly","PAO1"
"GC_G/G1",0.75,"C5",-0.00920329896907213,"Fly","tagQ"
"GC_G/G1",0.75,"C6",-0.0196032989690721,"Fly","tagQ"
"GC_G/G1",0.75,"C7",0.0113967010309279,"Fly","tagQ"
"GC_G/G1",0.75,"C8",-0.00410329896907213,"Fly","tssB"
"GC_G/G1",0.75,"C9",-0.00950329896907215,"Fly","tssB"
"GC_G/G1",0.75,"C10",-0.0123032989690721,"Fly","tssB"
"GC_G/G1",0.75,"C11",-0.0332032989690721,"Fly","VgrG1b"
"GC_G/G1",0.75,"E2",-0.0120032989690722,"Fly","AprA"
"GC_G/G1",0.75,"E3",-0.00790329896907216,"Fly","AprA"
"GC_G/G1",0.75,"E4",0.0175967010309279,"Fly","AprA"
"GC_G/G1",0.75,"E5",-0.00870329896907213,"Fly","pvdL"
"GC_G/G1",0.75,"E6",-0.00670329896907212,"Fly","pvdL"
"GC_G/G1",0.75,"E7",0.0245967010309279,"Fly","pvdL"
"GC_G/G1",0.75,"E8",-0.0110032989690722,"Fly","tssM"
"GC_G/G1",0.75,"E9",-0.00250329896907214,"Fly","tssM"
"GC_G/G1",0.75,"E10",-0.0305032989690722,"Fly","tssM"
"GC_G/G1",0.75,"E11",-0.0283032989690721,"Fly","VgrG1b"
"GC_G/G1",0.75,"G2",0.0447967010309279,"Fly","VgrG1a"
"GC_G/G1",0.75,"G3",0.0337967010309279,"Fly","VgrG1a"
"GC_G/G1",0.75,"G4",0.0214967010309279,"Fly","VgrG1a"
"GC_G/G1",0.75,"G5",0.00899670103092787,"Fly","ppkA"
"GC_G/G1",0.75,"G6",0.00989670103092788,"Fly","ppkA"
"GC_G/G1",0.75,"G7",-0.00840329896907216,"Fly","ppkA"
